gardiner_code,gardiner_source,unicode_cp,unicode,unikemet_code,jsesh_code,category,description,function,core
E66,kEH_HG,13B0F,U+13B0F,HJ E066,E66,E-20-069,"A baboon, standing on its hind legs, tail down, arms extended forwards, left forearm horizontal, holding a lotus flower with a bud at either side, with a long vertical stem, with the right hand above the flower.",Logogram/phonemogram (the beautiful lotus flower),C
E67,kEH_HG,13B10,U+13B10,HJ E067,E67,E-20-070,,,
E68,kEH_HG,13B11,U+13B11,HJ E068,E68,E-20-072,"A baboon, standing on its hind legs, tail down, right arm extended forwards, forearm horizontal, hand palm upwards, holding a column imitating a bundle of stalks tied together (R11), with a folded piece of cloth, short section outwards below the right hand; left arm extended backwards, hand at the height of the shoulder, hand palm upwards, supporting a quail chick (G43).",Phonemogram,C
E6A,kEH_HG,13AA6,U+13AA6,HJ E006A,E6A,E-09-004,"A horse, standing.",Classifier horse,C
E6B,kEH_HG,13AA8,U+13AA8,HJ E006B,E6B,E-09-007,"A horse, rearing, front legs nearly horizontal, with a plume on its head.",Logogram (span (of horses)/horse),C
E6C,kEH_HG,13AA5,U+13AA5,HJ E006C,E6C,E-09-001,"A horse, standing, right front leg raised.",Classifier horse,C
E7,kEH_HG,130D8,U+130D8,E007,E7,E-01-001,"A donkey/ass, standing.",Classifier donkey/ass,C
E72A,kEH_HG,13A5C,U+13A5C,HJ E072A,E72A,E-03-007,"A basket with four pieces of grain or fruit (M39) in front of an oryx, standing (E28), on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A).","Logogram (Oryx nome, 16th nome of Upper Egypt)",C
E73,kEH_HG,13A5E,U+13A5E,HJ E073,E73,E-03-010,"An oryx, lying down, legs folded under the body.",Classifier oryx,C
E73C,kEH_HG,13A62,U+13A62,HJ E073C,E73C,E-03-024,"An oryx, lying down, legs folded under the body, head looking backwards.",Classifier (Oryx),C
E74B,kEH_HG,13A61,U+13A61,HJ E074B,E74B,E-03-021,,,
E76,kEH_HG,13A64,U+13A64,HJ E076,E76,E-03-027,"A gazelle, standing, with two horns visible.","Logogram (herd, flock)",C
E76A,kEH_HG,13A65,U+13A65,HJ E076A,E76A,E-03-029,"A gazelle, standing, with two horns visible, with a loop of cord with the ends downwards (V7) around its neck.",Classifier noble/dignity/rank,C
E77,kEH_HG,13A5A,U+13A5A,HJ E077,E77,E-03-002,"An oryx, standing (E28), with a falcon (G5) on its back.","Logogram/Phonemogram (Hebenu, capital of the 16th nome of Upper Egypt)",C
E78,kEH_HG,13A5F,U+13A5F,HJ E078,E78,E-03-011,"A gazelle, lying down, legs folded under the body.",Phonemogram,C
E78A,kEH_HG,13A60,U+13A60,HJ E078A,E78A,E-03-016,"A gazelle, lying down, three legs folded under the body, right front leg extended forwards.",Phonemogram,C
E8,kEH_HG,130D9,U+130D9,E008,E8,E-10-008,A immature goat (kid).,Logogram (kid),C
E80,kEH_HG,13AAF,U+13AAF,HJ E080,E80,E-13-002,A griffin  with the head of a jackal. ,Logogram (griffin),C
E80A,kEH_HG,13AAE,U+13AAE,HJ E080A,E80A,E-13-001,A griffin.,Classifier griffin,C
E81,kEH_HG,13AC0,U+13AC0,HJ E081,E81,E-16-012,,,
E82,kEH_HG,13ABB,U+13ABB,HJ E082,E82,E-15-001,A hyena.,Classifier jackal,C
E83,kEH_HG,13B59,U+13B59,HJ E083,E83,E-26-001,Some type of mouse-like animal.,classifier divinity (Ash-spitter),C
E86A,kEH_HG,13A9A,U+13A9A,HJ E086A,E86A,E-08-006,"A cat, seated, tail curled over the body towards the back, with N6 (The sun, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus)) on top of its head.",Logogram (like Re),C
E88,kEH_HG,13A9B,U+13A9B,HJ E088,E88,E-08-009,"A cat, seated, tail curled over the body towards the back, with its right paw on top of a triangle.",Phonemogram,C
E8A,kEH_HG,130DA,U+130DA,E008A,E8A,E-10-009,"A immature goat (kid), rearing.",Phono-repeater,C
E8B,kEH_HG,13AAB,U+13AAB,HJ E008B,E8B,E-10-005,"A goat, standing, without horns, without a beard, with a seal, attached to a neck string (S20), around its neck","Logogram (rank, diginity)",C
E9,kEH_HG,130DB,U+130DB,E009,E9,E-05-009,"A newborn bubalis antelope, lying down, legs folded beneath the body, long tail downwards.",Phonemogram,C
E90,kEH_HG,13AA2,U+13AA2,HJ E090,E90,E-08-020,"A cat, standing, tail down.",Phonemogram,C
E91,kEH_HG,13AA3,U+13AA3,HJ E091,E91,E-08-024,"A cat, standing, tail down, on top of a shepherd's crook with a package lashed to it, with a tie above and below the package (T18), written horizontally.",,C
E92,kEH_HG,130FD,U+130FD,E038,E92,E-23-055,,,C
E92A,kEH_HG,13B44,U+13B44,HJ E092A,E92A,E-23-056,"A cow, looking backwards.",Phonemogram (in ꜣms-ꞽb (to rejoice)),C
E94,kEH_HG,13B48,U+13B48,HJ E094,E94,E-23-069,"A bovid (cow), standing, tail raised with the head and front legs of a calf protruding from the cow.",Phonemogram,C
E94A,kEH_HG,13B45,U+13B45,HJ E094A,E94A,E-23-063,"A bovid (cow), lying down, legs folded beneath the body, tail down, with the head and front legs of a calf protruding from the cow.",Phonemogram,C
E95,kEH_HG,13B49,U+13B49,HJ E095,E95,E-23-073,"A bovid, standing, tail down, with the sun disk (N5) between the horns.",Logogram (lady),C
E97,kEH_HG,13B4B,U+13B4B,HJ E097,E97,E-23-079,,,
E9A,kEH_HG,13A7A,U+13A7A,E009D,E9A,E-05-008,"A newborn bubalis antelope, lying down, three legs folded beneath the body, right front leg extended forwards.",Phonemogram,C
E9B,kEH_HG,13A79,U+13A79,HJ E009B,E9B,E-05-007,,,
E9C,kEH_HG,13A7B,U+13A7B,HJ E009C,E9C,E-05-010,"A newborn bubalis antelope, lying down, legs folded beneath the body, short tail upwards.",Phonemogram,C
F1,kEH_JSesh,130FE,U+130FE,F001,F1,F-03-002,The head of a bovid (ox) with outwards curving horns.,"Classifier bull, ox, cattle",C
F10,kEH_HG,13108,U+13108,F010,F10,F-05-004,"The head and neck of a long-necked horned animal, with a forked end to the neck with a horizontal line over the forked end.",Classifier throat associated action,C
F100,kEH_HG,13BA1,U+13BA1,HJ F100,F100,F-10-001,The head of an elephant.,Phonemogram,C
F102,kEH_HG,13BA6,U+13BA6,HJ F102,F102,F-11-011,"A large sun disk (N5), written within the horns of a bovid (F13). ",Phonemogram (commonly in wp-rnp.t),C
F107,kEH_HG,13BAA,U+13BAA,HJ F107,F107,F-12-001,The horns of a goat.,Phonemogram,C
F107A,kEH_HG,13BAB,U+13BAB,HJ F107A,F107A,F-12-002,"The horns of a goat, on a base resembling a half round loaf of bread (X1).",Phonemogram,C
F11,kEH_HG,13109,U+13109,F011,F11,F-05-003,The head and neck of a long-necked horned animal.,Classifier throat associated action,C
F112,kEH_HG,13BAF,U+13BAF,HJ F112,F112,F-14-008,,,
F113,kEH_HG,13BFB,U+13BFB,HJ F113,F113,F-27-015,"A piece of meat, angled backwards, tapering of near the top.",Phonemogram,C
F114,kEH_HG,13BBC,U+13BBC,HJ F114,F114,F-19-017,"The leg and hoof of a bovid (ox), bent at the ankle.",Phonemogram,C
F115,kEH_HG,13BBA,U+13BBA,HJ F115,F115,F-19-011,,,
F116,kEH_HG,13B70,U+13B70,HJ F116,F116,F-03-011,"The head of a bovid (ox), connected to a foreleg of a bovid (ox), hoof orientated away from the reading direction (F24).",Classifier Ursa Major constellation,C
F118,kEH_HG,13BBE,U+13BBE,HJ F118,F118,F-19-019,The paw and foreleg of a lion.,Phonemogram,C
F118A,kEH_HG,13BC3,U+13BC3,HJ F118A,F118A,F-19-026,A lion's paw.,Phonemogram,C
F118B,kEH_HG,13BC1,U+13BC1,HJ F118B,F118B,F-19-024,,,
F118C,kEH_HG,13BC2,U+13BC2,HJ F118C,F118C,F-19-025,"A lion's paw and foreleg, horizontally.",Phonemogram,C
F119,kEH_HG,13BBB,U+13BBB,HJ F119,F119,F-19-012,The thigh of a bovid (ox).,,
F11A,kEH_HG,13B82,U+13B82,HJ F011A,F11A,F-05-005,"The head and neck of a long-necked horned animal, with a forked end to the neck.",Logogram (throat),C
F12,kEH_HG,1310A,U+1310A,F012,F12,F-05-001,The head and neck of a canine animal.,Phonemogram,C
F121,kEH_HG,13BB0,U+13BB0,HJ F121,F121,F-14-009,,,
F122,kEH_HG,13BB1,U+13BB1,HJ F122,F122,F-14-010,,,
F123,kEH_HG,13BCB,U+13BCB,HJ F123,F123,F-20-014,A hoof.,Classifier hoof,C
F124,kEH_HG,13BC5,U+13BC5,HJ F124,F124,F-20-002,"A gray heron (Ardea cinerea) (G31), on top of the skin of a goat (F26).",Phonemogram,C
F125,kEH_HG,13BCA,U+13BCA,HJ F125,F125,F-20-013,The skin of a leopard.,Classifier leopard skin,C
F127,kEH_HG,13BCF,U+13BCF,HJ F127,F127,F-20-029,"The skin of a goat, wrapped around a pole.",Phonemogram,C
F128,kEH_HG,13BD4,U+13BD4,HJ F128,F128,F-21-001,"The udder of a cow, seen from the side.",Classifier back/end,C
F12A,kEH_HG,13B81,U+13B81,HJ F012A,F12A,F-05-002,"The head and neck of a canine animal, with a forked end to the neck.",Phonemogram,C
F13,kEH_HG,1310B,U+1310B,F013,F13,F-11-001,The horns of a bovid (ox).,Phonemogram,C
F130,kEH_HG,13C07,U+13C07,HJ F130,F130,F-32-005,A talon or fang.,Classifier (talons or fangs),C
F131,kEH_HG,13BD7,U+13BD7,HJ F131,F131,F-23-005,"A heart (F34), written inside a circle/oval.",Phonemogram,C
F131B,kEH_HG,13BDB,U+13BDB,HJ F131B,F131B,F-23-013,"A heart (F34), written inside a brazier (Q7E).",Phonemogram,C
F132,kEH_HG,13BD8,U+13BD8,HJ F132,F132,F-23-007,A heart with downward hanging loops on either side.,Phonemogram,C
F132A,kEH_HG,13BDC,U+13BDC,HJ F132A,F132A,F-23-014,"A heart, with two downward hanging bands coming from the top.",Phonemogram,C
F132B,kEH_HG,13BDA,U+13BDA,HJ F132B,F132B,F-23-012,"An oval, enclosed by a band which curves outwards at the ends.",Phonemogram,C
F132C,kEH_HG,13BD9,U+13BD9,HJ F132C,F132C,F-23-009,,,
F139,kEH_HG,13C08,U+13C08,HJ F139,F139,F-32-006,"A vertebra, seen lengthwise.",Classifier spine,C
F14,kEH_HG,1310D,U+1310D,F014,F14,F-11-006,"A palm branch, stripped of leaves and notched with a round notch (M4), written within the horns of a bovid (F13).",Logogram (New Year's Day),C
F140,kEH_HG,13BF7,U+13BF7,HJ F140,F140,F-27-007,"A leg-bone with meat, with sections of meat missing at the back.",Phono-repeater,C
F141,kEH_HG,13BF9,U+13BF9,HJ F141,F141,F-27-009,"A leg bone with meat, angled with the bone forward, with a piece of meat missing at the front.",,C
F142,kEH_HG,13BFA,U+13BFA,HJ F142,F142,F-27-010,A leg-bone with meat (F44) on top of a wide cup (W10).,Classifier offering meat,C
F143,kEH_HG,14352,U+14352,HJ F143,F143,V-15-005,"A basket-shaped bag with a tied off end at the front / A uterus of a cow, tied off at the front.",Phonemogram,C
F143A,kEH_HG,133AA,U+133AA,V037A,F143A,V-15-006,"A basket-shaped bag with a tied off end at the front, resembling a loop / A uterus of a cow, tied off at the front.",Phonemogram,C
F143C,kEH_HG,14354,U+14354,HJ F143C,F143C,V-15-012,"A basket-shaped bag with a tied off end at the front, resembling a loop, with an upwards stroke at the back / A uterus of a cow, tied off at the front, with an upward stroke at the back.",Phonemogram,C
F144,kEH_HG,13BFE,U+13BFE,HJ F144,F144,F-28-009,"An intestine, with the opening to the top left (F46A), written on top of legs in a walking posture, feet orientated towards the reading direction (D54).",Phonemogram (in m-pẖr),C
F144A,kEH_HG,13BFF,U+13BFF,HJ F144A,F144A,F-28-010,"An intestine, with the opening to the top right (F47A), written on top of legs in a walking posture, feet orientated towards the reading direction (D54).","Logogram (to go round, to turn round)",C
F144B,kEH_HG,13C00,U+13C00,HJ F144B,F144B,F-28-011,"An intestine, with the opening to the bottom left (F47), written on top of legs in a walking posture, feet orientated towards the reading direction (D54).","Logogram (to go round, to turn round)",C
F146,kEH_HG,13C06,U+13C06,HJ F146,F146,F-32-002,,,
F147,kEH_HG,13BFC,U+13BFC,HJ F147,F147,F-27-016,"A piece of meat, with a tapered end on either side.",Logogram (limb),C
F14A,kEH_HG,13BA5,U+13BA5,HJ F014A,F14A,F-11-009,"A palm branch, stripped of leaves, with multiple sharp notches (M4A), written within the horns of a bovid (F13). ",Logogram (New Year's Day),C
F15,kEH_HG,1310E,U+1310E,F015,F15,F-11-010,"A palm branch, stripped of leaves and notched with a round notch (M4), on top of a sun disk (N5), written within the horns of a bovid (F13). ",Logogram (New Year's Day),C
F154,kEH_HG,13B90,U+13B90,HJ F154,F154,F-08-002,Head of a lion/lioness,Phonemogram,C
F158A,kEH_HG,13BC4,U+13BC4,HJ F158A,F158A,F-19-028,"The thigh of a bovid (ox), on top of a standard used for the carrying of religious symbols (R12).",Logogram (Letopolis),C
F16,kEH_HG,1310F,U+1310F,F016,F16,F-13-001,A horn of a bovid,Logogram (horn),C
F161,kEH_HG,13BF8,U+13BF8,HJ F161,F161,F-27-008,A haunch of meat with an indentation at either side of the back.,Classifier meat,C
F164,kEH_HG,13B64,U+13B64,HJ F164,F164,F-02-007,"The head of a ram (Ovis longipes palaeo-aegyptiacus), with beard, with two feather-like plumes (S78) on top of the horns.","Logogram (worth, dignity, renown)",C
F17,kEH_HG,13110,U+13110,F017,F17,F-13-009,"A vase on its side, with liquid issuing from it (W54), written over the horn of a bovid (F16).",Logogram purification,C
F170,kEH_HG,13B66,U+13B66,HJ F170,F170,F-02-010,"The forepart of a ram (Ovis longipes palaeo-aegyptiacus), with beard, with a second head looking backwards.","Logogram (worth, dignity, renown)",C
F172,kEH_HG,13BE3,U+13BE3,HJ F172,F172,F-25-001,"A vertebra with a tall spine on top, seen lengthwise.",Classifier (backbone),C
F173,kEH_HG,13BA4,U+13BA4,HJ F173,F173,F-11-007,"A palm branch, stripped of leaves and notched with a round notch (M4), written within the horns of a bovid (F13), on top of an alabaster basin with a diamond shaped inner marking (W3).",Logogram (New Year's Day),C
F177,kEH_HG,13BA8,U+13BA8,HJ F177,F177,F-11-035,,,
F178,kEH_HG,13BB7,U+13BB7,HJ F178,F178,F-18-002,"The hindquarters of a seated lion or leopard, on top of a standard used for carrying religious symbols (R12).",Logogram (magic),C
F18,kEH_HG,13111,U+13111,F018,F18,F-14-001,A tusk of an elephant.,Phonemogram,C
F181,kEH_HG,13A0C,U+13A0C,HJ F181,F181,D-31-024,A scrotum with two testicles.,Classifier testicles,C
F182,kEH_HG,13A10,U+13A10,HJ F182,F182,D-32-010,"The uterus of a cow, represented as two separate vertical lines with a curl on the top.",Phonemogram,C
F18A,kEH_HG,13BAD,U+13BAD,HJ F018A,F18A,F-14-005,,,
F18B,kEH_HG,13BAC,U+13BAC,HJ F018B,F18B,F-14-004,,,
F19,kEH_HG,13112,U+13112,F019,F19,F-15-004,The lower jawbone of a bovid (ox).,Classifier jaw,C
F19B,kEH_HG,13BB2,U+13BB2,HJ F019B,F19B,F-15-002,A lower jawbone of an animal with pointed teeth.,Classifier jaw,C
F1A,kEH_HG,13B6B,U+13B6B,F001C,F1A,F-03-005,"A head of a bovid (ox), as seen from the front.",Phonemogram,C
F2,kEH_HG,13100,U+13100,F002,F2,F-03-004,"The head of a bovid (bull), angled forward as if to attack.",Classifier rage/aggression,C
F20,kEH_HG,13113,U+13113,F020,F20,F-16-001,A tongue.,Logogram (tongue),C
F20A,kEH_HG,13BB5,U+13BB5,HJ F020A,F20A,F-16-009,A wide tongue.,Phonemogram,C
F20B,kEH_HG,13BB3,U+13BB3,HJ F020B,F20B,F-16-003,"A tongue, with the stroke at the back pointing upwards.",Phonemogram,C
F21,kEH_HG,13114,U+13114,F021,F21,F-17-005,"The ear of a bovid (ox), without internal detail.",Logogram (ear),C
F21A,kEH_HG,13BB6,U+13BB6,F021F,F21A,F-17-006,"The ear of a bovid (ox), with internal detail.","Logogram to hear, to listen",C
F22,kEH_HG,13116,U+13116,F022,F22,F-18-001,The hindquarters of a seated lion or leopard.,Phonemogram,C
F23,kEH_HG,13117,U+13117,F023,F23,F-19-010,"A foreleg of a bovid (ox), hoof orientated towards the reading direction.",Classifier foreleg/arm,C
F24,kEH_HG,13118,U+13118,F024,F24,F-19-009,"A foreleg of a bovid (ox), hoof orientated away from the reading direction.",Classifier foreleg/arm,L
F25,kEH_HG,13119,U+13119,F025,F25,F-19-006,The leg and hoof of a bovid (ox).,Phonemogram,C
F25A,kEH_HG,13BB8,U+13BB8,HJ F025A,F25A,F-19-001,"The leg and hoof of a bovid (ox), bent at the top.",Phonemogram,C
F26,kEH_HG,1311A,U+1311A,F026,F26,F-20-001,The skin of a goat.,Phonemogram,C
F27,kEH_HG,1311B,U+1311B,F027,F27,F-20-005,"The skin of a cow, with the tail curved backwards.",Classifier animal,C
F27A,kEH_HG,13BC7,U+13BC7,HJ F027A,F27A,F-20-007,Three triangles of skin with a tail.,Classifier animal,C
F27B,kEH_HG,13BC8,U+13BC8,HJ F027B,F27B,F-20-008,"The skin of a cow, with the top of the skin a lot wider than the bottom, with the tail curved backwards.",Phonemogram,C
F28,kEH_HG,1311C,U+1311C,F028,F28,F-20-015,"The skin of a cow, with the tail hanging straight down.","Logogram (dappled, many-coloured)",C
F29,kEH_HG,1311D,U+1311D,F029,F29,F-20-016,"The skin of a cow, with the tail hanging straight down, pierced by an arrow with rounded fletching (T11).",Phonemogram,C
F29C,kEH_HG,13BCC,U+13BCC,HJ F029C,F29C,F-20-017,"The skin of a cow, with the tail hanging straight down, about to be pierced by an arrow (T11A).",Phonemogram,C
F2A,kEH_HG,13B6C,U+13B6C,HJ F002A,F2A,F-03-006,"The head of a bovid (bull), angled forward as if to attack with a cobra (Naja haje), standing up, with expanded hood (uraeus), between its horns.",Classifier rage/aggression,C
F2B,kEH_HG,13B6F,U+13B6F,HJ F002B,F2B,F-03-009,The forepart of a bovid (ox).,Classifier,C
F3,kEH_HG,13101,U+13101,F003,F3,F-07-001,The head of a hippopotamus.,Phonemogram,C
F30,kEH_HG,1311E,U+1311E,F030,F30,F-20-031,A water skin.,Phonemogram,C
F30A,kEH_HG,13BD0,U+13BD0,HJ F030A,F30A,F-20-032,A water skin without ties at the opening.,Phonemogram,C
F30B,kEH_HG,13BD1,U+13BD1,HJ F030B,F30B,F-20-033,"A water skin without ties at the opening, and a loop at the back.",Phonemogram,C
F31,kEH_HG,1311F,U+1311F,F031,F31,F-20-037,"Three skins of foxes, tied together at the top.",Phonemogram,C
